date,location,race,counts
1999-07-27,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1999-07-27,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1999-08-02,Keswick to ACID Dam,Winter,0
1999-08-02,ACID Dam to Highway 44 Bridge,Winter,0
1999-08-02,Highway 44 Bridge to Airport Road Bridge,Winter,2
1999-08-02,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1999-08-02,Balls Ferry Bridge to Battle Creek,Winter,0
1999-08-02,Battle Creek to Jellys Ferry Bridge,Winter,0
1999-08-02,Jellys Ferry Bridge to Bend Bridge,Winter,0
1999-08-02,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1999-08-02,Red Bluff Diversion Dam to Tehama Bridge,Winter,1
1999-08-02,Tehama Bridge To Woodson Bridge,Winter,0
1999-08-02,Woodson Bridge to Hamilton City Bridge,Winter,0
1999-08-02,Hamilton City Bridge to Ord Ferry Bridge,Winter,0
1999-08-02,Ord Ferry Bridge To Princeton Ferry,Winter,0
1999-08-16,Keswick to ACID Dam,Winter,0
1999-08-16,ACID Dam to Highway 44 Bridge,Winter,1
1999-08-16,Highway 44 Bridge to Airport Road Bridge,Winter,1
1999-08-16,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1999-08-16,Balls Ferry Bridge to Battle Creek,Winter,0
1999-08-16,Battle Creek to Jellys Ferry Bridge,Winter,0
1999-08-16,Jellys Ferry Bridge to Bend Bridge,Winter,0
1999-08-16,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1999-08-16,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1999-08-16,Tehama Bridge To Woodson Bridge,Winter,0
1999-08-16,Woodson Bridge to Hamilton City Bridge,Winter,0
1999-08-16,Hamilton City Bridge to Ord Ferry Bridge,Winter,0
1999-08-16,Ord Ferry Bridge To Princeton Ferry,Winter,0
1999-09-24,Keswick to ACID Dam,Spring,0
1999-09-24,ACID Dam to Highway 44 Bridge,Spring,0
1999-09-24,Highway 44 Bridge to Airport Road Bridge,Spring,1
1999-09-24,Airport Road Bridge to Balls Ferry Bridge,Spring,NA
1999-09-24,Balls Ferry Bridge to Battle Creek,Spring,NA
1999-09-24,Battle Creek to Jellys Ferry Bridge,Spring,NA
1999-09-24,Jellys Ferry Bridge to Bend Bridge,Spring,NA
1999-09-24,Bend Bridge to Red Bluff Diversion Dam,Spring,NA
1999-09-24,Red Bluff Diversion Dam to Tehama Bridge,Spring,NA
1999-09-24,Tehama Bridge To Woodson Bridge,Spring,NA
1999-09-24,Woodson Bridge to Hamilton City Bridge,Spring,NA
1999-09-24,Hamilton City Bridge to Ord Ferry Bridge,Spring,NA
1999-09-24,Ord Ferry Bridge To Princeton Ferry,Spring,NA
1999-10-15,Keswick to ACID Dam,Fall,0
1999-10-15,ACID Dam to Highway 44 Bridge,Fall,6
1999-10-15,Highway 44 Bridge to Airport Road Bridge,Fall,9
1999-10-15,Airport Road Bridge to Balls Ferry Bridge,Fall,11
1999-10-15,Balls Ferry Bridge to Battle Creek,Fall,1
1999-10-15,Battle Creek to Jellys Ferry Bridge,Fall,5
1999-10-15,Jellys Ferry Bridge to Bend Bridge,Fall,5
1999-10-15,Bend Bridge to Red Bluff Diversion Dam,Fall,4
1999-10-15,Red Bluff Diversion Dam to Tehama Bridge,Fall,8
1999-10-15,Tehama Bridge To Woodson Bridge,Fall,3
1999-10-15,Woodson Bridge to Hamilton City Bridge,Fall,0
1999-10-15,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
1999-10-15,Ord Ferry Bridge To Princeton Ferry,Fall,0
1999-12-14,Keswick to ACID Dam,Late-Fall,0
1999-12-14,ACID Dam to Highway 44 Bridge,Late-Fall,412
1999-12-14,Highway 44 Bridge to Airport Road Bridge,Late-Fall,19
1999-12-14,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,4
1999-12-14,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1999-12-14,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1999-12-14,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1999-12-14,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1999-12-14,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,4
1999-12-14,Tehama Bridge To Woodson Bridge,Late-Fall,0
1999-12-14,Woodson Bridge to Hamilton City Bridge,Late-Fall,1
1999-12-14,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,1
1999-12-14,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2000-02-18,Keswick to ACID Dam,Late-Fall,NA
2000-02-18,ACID Dam to Highway 44 Bridge,Late-Fall,NA
2000-02-18,Highway 44 Bridge to Airport Road Bridge,Late-Fall,NA
2000-02-18,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,NA
2000-02-18,Balls Ferry Bridge to Battle Creek,Late-Fall,NA
2000-02-18,Battle Creek to Jellys Ferry Bridge,Late-Fall,NA
2000-02-18,Jellys Ferry Bridge to Bend Bridge,Late-Fall,NA
2000-02-18,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2000-02-18,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2000-02-18,Tehama Bridge To Woodson Bridge,Late-Fall,0
2000-02-18,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
2000-02-18,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
2000-02-18,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2000-03-23,Keswick to ACID Dam,Late-Fall,0
2000-03-23,ACID Dam to Highway 44 Bridge,Late-Fall,0
2000-03-23,Highway 44 Bridge to Airport Road Bridge,Late-Fall,0
2000-03-23,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
2000-03-23,Balls Ferry Bridge to Battle Creek,Late-Fall,0
2000-03-23,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
2000-03-23,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
2000-03-23,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2000-03-23,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2000-03-23,Tehama Bridge To Woodson Bridge,Late-Fall,0
2000-03-23,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
2000-03-23,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
2000-03-23,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2000-04-28,Keswick to ACID Dam,Winter,0
2000-04-28,ACID Dam to Highway 44 Bridge,Winter,0
2000-04-28,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-04-28,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-04-28,Balls Ferry Bridge to Battle Creek,Winter,0
2000-04-28,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-04-28,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-04-28,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-04-28,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-04-28,Tehama Bridge To Woodson Bridge,Winter,0
2000-04-28,Woodson Bridge to Hamilton City Bridge,Winter,0
2000-04-28,Hamilton City Bridge to Ord Ferry Bridge,Winter,0
2000-04-28,Ord Ferry Bridge To Princeton Ferry,Winter,0
2000-05-04,Keswick to ACID Dam,Winter,0
2000-05-04,ACID Dam to Highway 44 Bridge,Winter,0
2000-05-04,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-05-04,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-05-04,Balls Ferry Bridge to Battle Creek,Winter,0
2000-05-04,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-05-04,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-05-04,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-05-04,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-05-04,Tehama Bridge To Woodson Bridge,Winter,0
2000-05-04,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-05-04,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-05-04,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-05-10,Keswick to ACID Dam,Winter,0
2000-05-10,ACID Dam to Highway 44 Bridge,Winter,1
2000-05-10,Highway 44 Bridge to Airport Road Bridge,Winter,1
2000-05-10,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-05-10,Balls Ferry Bridge to Battle Creek,Winter,0
2000-05-10,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-05-10,Jellys Ferry Bridge to Bend Bridge,Winter,NA
2000-05-10,Bend Bridge to Red Bluff Diversion Dam,Winter,NA
2000-05-10,Red Bluff Diversion Dam to Tehama Bridge,Winter,NA
2000-05-10,Tehama Bridge To Woodson Bridge,Winter,NA
2000-05-10,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-05-10,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-05-10,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-05-12,Keswick to ACID Dam,Winter,0
2000-05-12,ACID Dam to Highway 44 Bridge,Winter,0
2000-05-12,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-05-12,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-05-12,Balls Ferry Bridge to Battle Creek,Winter,0
2000-05-12,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-05-12,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-05-12,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-05-12,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-05-12,Tehama Bridge To Woodson Bridge,Winter,0
2000-05-12,Woodson Bridge to Hamilton City Bridge,Winter,0
2000-05-12,Hamilton City Bridge to Ord Ferry Bridge,Winter,0
2000-05-12,Ord Ferry Bridge To Princeton Ferry,Winter,0
2000-05-17,Keswick to ACID Dam,Winter,0
2000-05-17,ACID Dam to Highway 44 Bridge,Winter,0
2000-05-17,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-05-17,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-05-17,Balls Ferry Bridge to Battle Creek,Winter,0
2000-05-17,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-05-17,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-05-17,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-05-17,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-05-17,Tehama Bridge To Woodson Bridge,Winter,0
2000-05-17,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-05-17,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-05-17,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-05-24,Keswick to ACID Dam,Winter,0
2000-05-24,ACID Dam to Highway 44 Bridge,Winter,3
2000-05-24,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-05-24,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-05-24,Balls Ferry Bridge to Battle Creek,Winter,0
2000-05-24,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-05-24,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-05-24,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-05-24,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-05-24,Tehama Bridge To Woodson Bridge,Winter,0
2000-05-24,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-05-24,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-05-24,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-06-02,Keswick to ACID Dam,Winter,4
2000-06-02,ACID Dam to Highway 44 Bridge,Winter,64
2000-06-02,Highway 44 Bridge to Airport Road Bridge,Winter,82
2000-06-02,Airport Road Bridge to Balls Ferry Bridge,Winter,11
2000-06-02,Balls Ferry Bridge to Battle Creek,Winter,0
2000-06-02,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-06-02,Jellys Ferry Bridge to Bend Bridge,Winter,27
2000-06-02,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-06-02,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-06-02,Tehama Bridge To Woodson Bridge,Winter,0
2000-06-02,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-06-02,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-06-02,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-06-07,Keswick to ACID Dam,Winter,0
2000-06-07,ACID Dam to Highway 44 Bridge,Winter,19
2000-06-07,Highway 44 Bridge to Airport Road Bridge,Winter,76
2000-06-07,Airport Road Bridge to Balls Ferry Bridge,Winter,11
2000-06-07,Balls Ferry Bridge to Battle Creek,Winter,24
2000-06-07,Battle Creek to Jellys Ferry Bridge,Winter,10
2000-06-07,Jellys Ferry Bridge to Bend Bridge,Winter,7
2000-06-07,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-06-07,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-06-07,Tehama Bridge To Woodson Bridge,Winter,NA
2000-06-07,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-06-07,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-06-07,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-06-14,Keswick to ACID Dam,Winter,0
2000-06-14,ACID Dam to Highway 44 Bridge,Winter,13
2000-06-14,Highway 44 Bridge to Airport Road Bridge,Winter,21
2000-06-14,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-06-14,Balls Ferry Bridge to Battle Creek,Winter,0
2000-06-14,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-06-14,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-06-14,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-06-14,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-06-14,Tehama Bridge To Woodson Bridge,Winter,0
2000-06-14,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-06-14,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-06-14,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-06-21,Keswick to ACID Dam,Winter,0
2000-06-21,ACID Dam to Highway 44 Bridge,Winter,11
2000-06-21,Highway 44 Bridge to Airport Road Bridge,Winter,19
2000-06-21,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-06-21,Balls Ferry Bridge to Battle Creek,Winter,0
2000-06-21,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-06-21,Jellys Ferry Bridge to Bend Bridge,Winter,3
2000-06-21,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-06-21,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-06-21,Tehama Bridge To Woodson Bridge,Winter,NA
2000-06-21,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-06-21,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-06-21,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-06-28,Keswick to ACID Dam,Winter,7
2000-06-28,ACID Dam to Highway 44 Bridge,Winter,4
2000-06-28,Highway 44 Bridge to Airport Road Bridge,Winter,14
2000-06-28,Airport Road Bridge to Balls Ferry Bridge,Winter,2
2000-06-28,Balls Ferry Bridge to Battle Creek,Winter,9
2000-06-28,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-06-28,Jellys Ferry Bridge to Bend Bridge,Winter,4
2000-06-28,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-06-28,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-06-28,Tehama Bridge To Woodson Bridge,Winter,NA
2000-06-28,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-06-28,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-06-28,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-07-06,Keswick to ACID Dam,Winter,16
2000-07-06,ACID Dam to Highway 44 Bridge,Winter,7
2000-07-06,Highway 44 Bridge to Airport Road Bridge,Winter,28
2000-07-06,Airport Road Bridge to Balls Ferry Bridge,Winter,6
2000-07-06,Balls Ferry Bridge to Battle Creek,Winter,2
2000-07-06,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-07-06,Jellys Ferry Bridge to Bend Bridge,Winter,5
2000-07-06,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-07-06,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-07-06,Tehama Bridge To Woodson Bridge,Winter,0
2000-07-06,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-07-06,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-07-06,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-07-12,Keswick to ACID Dam,Winter,7
2000-07-12,ACID Dam to Highway 44 Bridge,Winter,20
2000-07-12,Highway 44 Bridge to Airport Road Bridge,Winter,20
2000-07-12,Airport Road Bridge to Balls Ferry Bridge,Winter,2
2000-07-12,Balls Ferry Bridge to Battle Creek,Winter,0
2000-07-12,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-07-12,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-07-12,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-07-12,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-07-12,Tehama Bridge To Woodson Bridge,Winter,0
2000-07-12,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-07-12,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-07-12,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-07-20,Keswick to ACID Dam,Winter,0
2000-07-20,ACID Dam to Highway 44 Bridge,Winter,0
2000-07-20,Highway 44 Bridge to Airport Road Bridge,Winter,8
2000-07-20,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-07-20,Balls Ferry Bridge to Battle Creek,Winter,0
2000-07-20,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-07-20,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-07-20,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-07-20,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-07-20,Tehama Bridge To Woodson Bridge,Winter,0
2000-07-20,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-07-20,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-07-20,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-08-04,Keswick to ACID Dam,Winter,0
2000-08-04,ACID Dam to Highway 44 Bridge,Winter,0
2000-08-04,Highway 44 Bridge to Airport Road Bridge,Winter,4
2000-08-04,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-08-04,Balls Ferry Bridge to Battle Creek,Winter,0
2000-08-04,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-08-04,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-08-04,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-08-04,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-08-04,Tehama Bridge To Woodson Bridge,Winter,0
2000-08-04,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-08-04,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-08-04,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-08-16,Keswick to ACID Dam,Winter,0
2000-08-16,ACID Dam to Highway 44 Bridge,Winter,0
2000-08-16,Highway 44 Bridge to Airport Road Bridge,Winter,0
2000-08-16,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2000-08-16,Balls Ferry Bridge to Battle Creek,Winter,0
2000-08-16,Battle Creek to Jellys Ferry Bridge,Winter,0
2000-08-16,Jellys Ferry Bridge to Bend Bridge,Winter,0
2000-08-16,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2000-08-16,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2000-08-16,Tehama Bridge To Woodson Bridge,Winter,0
2000-08-16,Woodson Bridge to Hamilton City Bridge,Winter,NA
2000-08-16,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2000-08-16,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2000-08-29,Keswick to ACID Dam,Spring,0
2000-08-29,ACID Dam to Highway 44 Bridge,Spring,0
2000-08-29,Highway 44 Bridge to Airport Road Bridge,Spring,0
2000-08-29,Airport Road Bridge to Balls Ferry Bridge,Spring,0
2000-08-29,Balls Ferry Bridge to Battle Creek,Spring,0
2000-08-29,Battle Creek to Jellys Ferry Bridge,Spring,0
2000-08-29,Jellys Ferry Bridge to Bend Bridge,Spring,0
2000-08-29,Bend Bridge to Red Bluff Diversion Dam,Spring,0
2000-08-29,Red Bluff Diversion Dam to Tehama Bridge,Spring,0
2000-08-29,Tehama Bridge To Woodson Bridge,Spring,0
2000-08-29,Woodson Bridge to Hamilton City Bridge,Spring,0
2000-08-29,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
2000-08-29,Ord Ferry Bridge To Princeton Ferry,Spring,0
2000-09-25,Keswick to ACID Dam,Spring,0
2000-09-25,ACID Dam to Highway 44 Bridge,Spring,12
2000-09-25,Highway 44 Bridge to Airport Road Bridge,Spring,1
2000-09-25,Airport Road Bridge to Balls Ferry Bridge,Spring,0
2000-09-25,Balls Ferry Bridge to Battle Creek,Spring,1
2000-09-25,Battle Creek to Jellys Ferry Bridge,Spring,0
2000-09-25,Jellys Ferry Bridge to Bend Bridge,Spring,0
2000-09-25,Bend Bridge to Red Bluff Diversion Dam,Spring,0
2000-09-25,Red Bluff Diversion Dam to Tehama Bridge,Spring,0
2000-09-25,Tehama Bridge To Woodson Bridge,Spring,0
2000-09-25,Woodson Bridge to Hamilton City Bridge,Spring,0
2000-09-25,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
2000-09-25,Ord Ferry Bridge To Princeton Ferry,Spring,0
2000-10-17,Keswick to ACID Dam,Fall,5
2000-10-17,ACID Dam to Highway 44 Bridge,Fall,112
2000-10-17,Highway 44 Bridge to Airport Road Bridge,Fall,121
2000-10-17,Airport Road Bridge to Balls Ferry Bridge,Fall,102
2000-10-17,Balls Ferry Bridge to Battle Creek,Fall,61
2000-10-17,Battle Creek to Jellys Ferry Bridge,Fall,70
2000-10-17,Jellys Ferry Bridge to Bend Bridge,Fall,58
2000-10-17,Bend Bridge to Red Bluff Diversion Dam,Fall,6
2000-10-17,Red Bluff Diversion Dam to Tehama Bridge,Fall,21
2000-10-17,Tehama Bridge To Woodson Bridge,Fall,0
2000-10-17,Woodson Bridge to Hamilton City Bridge,Fall,0
2000-10-17,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
2000-10-17,Ord Ferry Bridge To Princeton Ferry,Fall,0
2000-11-21,Keswick to ACID Dam,Fall,77
2000-11-21,ACID Dam to Highway 44 Bridge,Fall,132
2000-11-21,Highway 44 Bridge to Airport Road Bridge,Fall,107
2000-11-21,Airport Road Bridge to Balls Ferry Bridge,Fall,90
2000-11-21,Balls Ferry Bridge to Battle Creek,Fall,71
2000-11-21,Battle Creek to Jellys Ferry Bridge,Fall,61
2000-11-21,Jellys Ferry Bridge to Bend Bridge,Fall,58
2000-11-21,Bend Bridge to Red Bluff Diversion Dam,Fall,27
2000-11-21,Red Bluff Diversion Dam to Tehama Bridge,Fall,48
2000-11-21,Tehama Bridge To Woodson Bridge,Fall,11
2000-11-21,Woodson Bridge to Hamilton City Bridge,Fall,22
2000-11-21,Hamilton City Bridge to Ord Ferry Bridge,Fall,16
2000-11-21,Ord Ferry Bridge To Princeton Ferry,Fall,0
2000-12-12,Keswick to ACID Dam,Late-Fall,93
2000-12-12,ACID Dam to Highway 44 Bridge,Late-Fall,189
2000-12-12,Highway 44 Bridge to Airport Road Bridge,Late-Fall,237
2000-12-12,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,145
2000-12-12,Balls Ferry Bridge to Battle Creek,Late-Fall,45
2000-12-12,Battle Creek to Jellys Ferry Bridge,Late-Fall,45
2000-12-12,Jellys Ferry Bridge to Bend Bridge,Late-Fall,20
2000-12-12,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,14
2000-12-12,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,41
2000-12-12,Tehama Bridge To Woodson Bridge,Late-Fall,10
2000-12-12,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2000-12-12,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2000-12-12,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2001-01-16,Keswick to ACID Dam,Late-Fall,88
2001-01-16,ACID Dam to Highway 44 Bridge,Late-Fall,82
2001-01-16,Highway 44 Bridge to Airport Road Bridge,Late-Fall,84
2001-01-16,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,62
2001-01-16,Balls Ferry Bridge to Battle Creek,Late-Fall,29
2001-01-16,Battle Creek to Jellys Ferry Bridge,Late-Fall,29
2001-01-16,Jellys Ferry Bridge to Bend Bridge,Late-Fall,12
2001-01-16,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,1
2001-01-16,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,13
2001-01-16,Tehama Bridge To Woodson Bridge,Late-Fall,6
2001-01-16,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
2001-01-16,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
2001-01-16,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2001-02-05,Keswick to ACID Dam,Late-Fall,123
2001-02-05,ACID Dam to Highway 44 Bridge,Late-Fall,16
2001-02-05,Highway 44 Bridge to Airport Road Bridge,Late-Fall,33
2001-02-05,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,18
2001-02-05,Balls Ferry Bridge to Battle Creek,Late-Fall,8
2001-02-05,Battle Creek to Jellys Ferry Bridge,Late-Fall,10
2001-02-05,Jellys Ferry Bridge to Bend Bridge,Late-Fall,7
2001-02-05,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,2
2001-02-05,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,13
2001-02-05,Tehama Bridge To Woodson Bridge,Late-Fall,0
2001-02-05,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
2001-02-05,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
2001-02-05,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2001-03-22,Keswick to ACID Dam,Late-Fall,140
2001-03-22,ACID Dam to Highway 44 Bridge,Late-Fall,24
2001-03-22,Highway 44 Bridge to Airport Road Bridge,Late-Fall,73
2001-03-22,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,21
2001-03-22,Balls Ferry Bridge to Battle Creek,Late-Fall,NA
2001-03-22,Battle Creek to Jellys Ferry Bridge,Late-Fall,NA
2001-03-22,Jellys Ferry Bridge to Bend Bridge,Late-Fall,NA
2001-03-22,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,NA
2001-03-22,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,NA
2001-03-22,Tehama Bridge To Woodson Bridge,Late-Fall,NA
2001-03-22,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2001-03-22,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2001-03-22,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2001-04-04,Keswick to ACID Dam,Late-Fall,0
2001-04-04,ACID Dam to Highway 44 Bridge,Late-Fall,0
2001-04-04,Highway 44 Bridge to Airport Road Bridge,Late-Fall,0
2001-04-04,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
2001-04-04,Balls Ferry Bridge to Battle Creek,Late-Fall,0
2001-04-04,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
2001-04-04,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
